,ID,smf-name,smf-filepath,reduction,JDUTC,RA,Dec,filter,exp-time,UVx,UVy,UVz,obseqx,obseqy,obseqz,obseclx,obseclsy,obseclz
42199,42199, o5341g0446o.172418.cm, ./smf_downloads/SS.2010-05-25/o5341g0446o.172418.cm.469182.smf, PS1_V3, 2455342.0953380484, 355.994498, 0.859148, w.00000, 30.0,0.9974451993667655,-0.069844415,0.0149943994348981,-0.4419169382283545,-0.836198929,-0.3624790276500137,-0.4419169382283545,-0.911383395,0.0000528261713395
42202,42202, o5341g0449o.172421.cm, ./ecliptic-cat/ecliptic/23:00hr/o5341g0449o.172421/o5341g0449o.172421.cm.469421.smf, PS1_V3, 2455342.0969580873, 358.443942, -0.625245, w.00000, 30.0,0.9995717153788262,-0.02715338,-0.0109123672963460,-0.4418919711190633,-0.836209963,-0.3624839033809408,-0.4418919711190633,-0.911395457,0.0000527415225931
42215,42215, o5341g0462o.172433.cm, ./smf_downloads/SS.2010-05-25/o5341g0462o.172433.cm.469222.smf, PS1_V3, 2455342.1039967025, 355.994959, 0.858928, w.00000, 30.0,0.9974458187267994,-0.069836393,0.0149905601421039,-0.4417835179769478,-0.836257851,-0.3625050839096969,-0.4417835179769478,-0.911447818,0.0000523575210859
47946,47946, o5362g0526o.181785.cm, ./smf_downloads/SS.2010-06-15/o5362g0526o.181785.cm.470576.smf, PS1_V3, 2455363.0634873034, 9.1e-05, 1.501243, w.00000, 30.0,0.9996567568447502,1.5877E-06,0.0261986353101700,-0.1024836781375028,-0.927258803,-0.4019601749621901,-0.1024836781375028,-1.010633894,0.0000511192637412
48310,48310, o5363g0466o.182374.cm, ./smf_downloads/SS.2010-06-16/o5363g0466o.182374.cm.470613.smf, PS1_V3, 2455364.0520986193, 9.8e-05, 1.512567, w.00000, 30.0,0.9996515593935923,1.70983E-06,0.0263962080427449,-0.0858216078727471,-0.928761497,-0.4026104609151626,-0.0858216078727471,-1.012271257,0.0000522308877972
48322,48322, o5363g0478o.182386.cm, ./smf_downloads/SS.2010-06-16/o5363g0478o.182386.cm.470620.smf, PS1_V3, 2455364.058331749, 5.1e-05, 1.512424, w.00000, 30.0,0.9996516252717509,8.89808E-07,0.0263937130914776,-0.0857152359363239,-0.928769177,-0.4026142087211503,-0.0857152359363239,-1.012279795,0.0000518474848625
48703,48703, o5364g0474o.182992.cm, ./smf_downloads/SS.2010-06-17/o5364g0474o.182992.cm.470658.smf, PS1_V3, 2455365.045449682, 1.3e-05, 2.65955, w.00000, 30.0,0.9989228825077031,2.26648E-07,0.0464012370788753,-0.0690562573505357,-0.930011482,-0.4031516365489304,-0.0690562573505357,-1.013633364,0.0000529274769855
48710,48710, o5364g0481o.182998.cm, ./ecliptic-cat/ecliptic/0:00hr/o5364g0481o.182998/o5364g0481o.182998.cm.470657.smf, PS1_V3, 2455365.0490766736, 2.983695, 2.625129, w.00000, 30.0,0.9975963887219921,0.051997144,0.0458011160486253,-0.0689942693076424,-0.930015028,-0.4031534072255164,-0.0689942693076424,-1.013637321,0.0000527134000492
48715,48715, o5364g0486o.183004.cm, ./smf_downloads/SS.2010-06-17/o5364g0486o.183004.cm.470662.smf, PS1_V3, 2455365.0516412165, 7e-05, 2.659561, w.00000, 30.0,0.9989228735985670,1.22041E-06,0.0464014288583005,-0.0689504467182221,-0.930017523,-0.4031546583081706,-0.0689504467182221,-1.013640108,0.0000525580333961
48722,48722, o5364g0493o.183011.cm, ./ecliptic-cat/ecliptic/0:00hr/o5364g0493o.183011/o5364g0493o.183011.cm.470670.smf, PS1_V3, 2455365.055225174, 2.984128, 2.625016, w.00000, 30.0,0.9975960859422974,0.052004688,0.0457991458961743,-0.0688892150539935,-0.930020993,-0.4031564054336558,-0.0688892150539935,-1.013643987,0.0000523354452100
49397,49397, o5366g0452o.184254.cm, ./smf_downloads/SS.2010-06-19/o5366g0452o.184254.cm.470700.smf, PS1_V3, 2455367.0359873497, 5.7e-05, 2.659628, w.00000, 30.0,0.9989228193376686,9.93766E-07,0.0464025969693077,-0.0354117933502573,-0.93173423,-0.4038977453238697,-0.0354117933502573,-1.015510739,0.0000536556553515
49403,49403, o5366g0458o.184260.cm, ./smf_downloads/SS.2010-06-19/o5366g0458o.184260.cm.470706.smf, PS1_V3, 2455367.0390233546, 2.983766, 2.625156, w.00000, 30.0,0.9975963027330912,0.051998379,0.0458015867929899,-0.0353598150919376,-0.931735625,-0.4038985394906160,-0.0353598150919376,-1.015512335,0.0000534821914504
49409,49409, o5366g0464o.184266.cm, ./ecliptic-cat/ecliptic/0:00hr/o5366g0464o.184266/o5366g0464o.184266.cm.470709.smf, PS1_V3, 2455367.0420739697, 4.9e-05, 2.659603, w.00000, 30.0,0.9989228395846550,8.5429E-07,0.0464021611069990,-0.0353075951239337,-0.931737013,-0.4038993364142116,-0.0353075951239337,-1.015513925,0.0000533031240857
49415,49415, o5366g0470o.184272.cm, ./ecliptic-cat/ecliptic/0:00hr/o5366g0470o.184272/o5366g0470o.184272.cm.470714.smf, PS1_V3, 2455367.0451303497, 2.98386, 2.625098, w.00000, 30.0,0.9975962637238762,0.052000018,0.0458005755643423,-0.0352552851724462,-0.931738389,-0.4039001337730592,-0.0352552851724462,-1.015515505,0.0000531189909922
50361,50361, o5369g0304o.185963.cm, ./smf_downloads/SS.2010-06-22/o5369g0304o.185963.cm.470750.smf, PS1_V3, 2455370.044717053, 3.758809, 2.904996, w.00000, 30.0,0.9965665621697305,0.065472301,0.0506800248659344,0.0154973417121867,-0.932359238,-0.4041703565705907,0.0154973417121867,-1.016192611,0.0000521536777805
50365,50365, o5369g0308o.185967.cm, ./smf_downloads/SS.2010-06-22/o5369g0308o.185967.cm.470771.smf, PS1_V3, 2455370.0467721843, 1.099403, 1.485945, w.00000, 30.0,0.9994796902645610,0.019180572,0.0259317255566138,0.0155325019422676,-0.932358518,-0.4041701920649780,0.0155325019422676,-1.016191885,0.0000520184746961
50375,50375, o5369g0318o.185977.cm, ./smf_downloads/SS.2010-06-22/o5369g0318o.185977.cm.470757.smf, PS1_V3, 2455370.051987263, 3.758838, 2.905003, w.00000, 30.0,0.9965665228526722,0.065472805,0.0506801468819822,0.0156217041694755,-0.932356665,-0.4041697724475414,0.0156217041694755,-1.016190019,0.0000516664439923
50379,50379, o5369g0322o.185981.cm, ./smf_downloads/SS.2010-06-22/o5369g0322o.185981.cm.470760.smf, PS1_V3, 2455370.054024058, 1.099347, 1.486024, w.00000, 30.0,0.9994796732615814,0.019179595,0.0259331039030268,0.0156565349323801,-0.932355931,-0.4041696077167644,0.0156565349323801,-1.016189279,0.0000515255332028
71695,71695, o5454g0382o.225595.cm, ./smf_downloads/SS.2010-09-15/o5454g0382o.225595.cm.469478.smf, PS1_V3, 2455454.9860179466, 357.340457, -8e-06, w.00000, 30.0,0.9989228881766923,-0.046401115,-0.0000001396263402,0.9968035530352986,-0.122220366,-0.0529778603322033,0.9968035530352986,-0.133208376,0.0000102329753140
71712,71712, o5454g0399o.225612.cm, ./ecliptic-cat/ecliptic/23:00hr/o5454g0399o.225612/o5454g0399o.225612.cm.469486.smf, PS1_V3, 2455454.9953599144, 357.340466, 6e-06, w.00000, 30.0,0.9989228954653544,-0.046400958,0.0000001047197551,0.9968215693624792,-0.122072469,-0.0529147345919274,0.9968215693624792,-0.133047573,0.0000093197996058
71729,71729, o5454g0416o.225629.cm, ./smf_downloads/SS.2010-09-15/o5454g0416o.225629.cm.469492.smf, PS1_V3, 2455455.004665369, 357.340458, 5e-06, w.00000, 30.0,0.9989228889865504,-0.046401098,0.0000000872664626,0.9968393581678673,-0.121925186,-0.0528518541575084,0.9968393581678673,-0.132887431,0.0000084256354315
71730,71730, o5454g0417o.225630.cm, ./smf_downloads/SS.2010-09-15/o5454g0417o.225630.cm.469494.smf, PS1_V3, 2455455.005193153, 359.999998, 1.501263, w.00000, 30.0,0.9996567477009006,-3.48946E-08,0.0261989842562044,0.9968403624575820,-0.121916834,-0.0528482876830537,0.9968403624575820,-0.13287835,0.0000083754452486
71746,71746, o5454g0433o.225646.cm, ./smf_downloads/SS.2010-09-15/o5454g0433o.225646.cm.469502.smf, PS1_V3, 2455455.014056282, 357.340466, 4e-06, w.00000, 30.0,0.9989228954653574,-0.046400958,0.0000000698131701,0.9968571538993186,-0.121776594,-0.0527883948174687,0.9968571538993186,-0.132725858,0.0000075419803068
72035,72035, o5455g0339o.226138.cm, ./smf_downloads/SS.2010-09-16/o5455g0339o.226138.cm.469506.smf, PS1_V3, 2455455.937195503, 357.340466, -1e-05, w.00000, 40.0,0.9989228954653446,-0.046400958,-0.0000001745329252,0.9985690592503044,-0.107390218,-0.0465442736439414,0.9985690592503044,-0.117042847,0.0000138392874818
72052,72052, o5455g0356o.226155.cm, ./smf_downloads/SS.2010-09-16/o5455g0356o.226155.cm.469513.smf, PS1_V3, 2455455.9484559237, 357.340468, 8e-06, w.00000, 40.0,0.9989228970850483,-0.046400923,0.0000001396263402,0.9985884594999435,-0.107211517,-0.0464680370393818,0.9985884594999435,-0.116848567,0.0000127018611281
72069,72069, o5455g0373o.226172.cm, ./smf_downloads/SS.2010-09-16/o5455g0373o.226172.cm.469521.smf, PS1_V3, 2455455.9595796065, 357.340461, 1.3e-05, w.00000, 40.0,0.9989228914160828,-0.046401045,0.0000002268928028,0.9986073908119959,-0.107034983,-0.0463927243728139,0.9986073908119959,-0.116656643,0.0000115788662132
72086,72086, o5455g0390o.226189.cm, ./smf_downloads/SS.2010-09-16/o5455g0390o.226189.cm.469530.smf, PS1_V3, 2455455.9706695364, 357.340568, 0.000208, w.00000, 40.0,0.9989229780618430,-0.04639918,0.0000036302848441,0.9986260343584199,-0.106858997,-0.0463176384331200,0.9986260343584199,-0.116465311,0.0000104653410459
76846,76846, o5472g0279o.233638.cm, ./smf_downloads/OSS.2010-10-03/o5472g0279o.233638.cm.469719.smf, PS1_V3, 2455472.880569728, 357.340461, -1e-06, w.00000, 45.0,0.9989228914161085,-0.046401045,-0.0000000174532925,0.9857545895709318,0.157968324,0.0684975669946829,0.9857545895709318,0.172179871,0.0000090982388629
76863,76863, o5472g0296o.233655.cm, ./smf_downloads/OSS.2010-10-03/o5472g0296o.233655.cm.469736.smf, PS1_V3, 2455472.892468033, 359.999998, -1.501271, w.00000, 45.0,0.9996567440428226,-3.48946E-08,-0.0261991238346172,0.9857163565727971,0.158155661,0.0685774971667093,0.9857163565727971,0.172383544,0.0000079145798204
76865,76865, o5472g0298o.233657.cm, ./smf_downloads/OSS.2010-10-03/o5472g0298o.233657.cm.469737.smf, PS1_V3, 2455472.8938453863, 357.340446, 0.0, w.00000, 45.0,0.9989228792683090,-0.046401307,0.0000000000000000,0.9857119135893880,0.158177348,0.0685867497564698,0.9857119135893880,0.172407121,0.0000077771309826
76884,76884, o5472g0318o.233678.cm, ./smf_downloads/OSS.2010-10-03/o5472g0318o.233678.cm.469752.smf, PS1_V3, 2455472.9084262573, 357.340458, 1.8e-05, w.00000, 45.0,0.9989228889865048,-0.046401098,0.0000003141592654,0.9856646612312192,0.158406926,0.0686846969621629,0.9856646612312192,0.172656716,0.0000063209159540
76901,76901, o5472g0335o.233694.cm, ./smf_downloads/OSS.2010-10-03/o5472g0335o.233694.cm.469763.smf, PS1_V3, 2455472.9202781217, 359.999986, -1.501244, w.00000, 45.0,0.9996567563887285,-2.44262E-07,-0.0261986527574718,0.9856259591633356,0.158593519,0.0687643091933941,0.9856259591633356,0.17285958,0.0000051414502526
76903,76903, o5472g0337o.233696.cm, ./smf_downloads/OSS.2010-10-03/o5472g0337o.233696.cm.469769.smf, PS1_V3, 2455472.9216762595, 357.340563, 0.000215, w.00000, 45.0,0.9989229740122963,-0.046399267,0.0000037524578918,0.9856213762578373,0.158615529,0.0687737007012977,0.9856213762578373,0.172883509,0.0000050028999823
98319,98319, o5566g0105o.273083.cm, ./smf_downloads/SS.2011-01-05/o5566g0105o.273083.cm.470046.smf, PS1_V3, 2455566.731550159, 356.146307, 1.077181, w.00000, 45.0,0.9975626017068817,-0.067197053,0.0187992476014115,-0.2439256149894649,0.874026965,0.3789144769676954,-0.2439256149894649,0.952627585,-0.0000207248035190
98320,98320, o5566g0106o.273084.cm, ./smf_downloads/SS.2011-01-05/o5566g0106o.273084.cm.470053.smf, PS1_V3, 2455566.7322149384, 358.424139, -0.578687, w.00000, 45.0,0.9995708046422027,-0.027499093,-0.0100998217728630,-0.2439369723557529,0.874024463,0.3789133302018730,-0.2439369723557529,0.952624834,-0.0000207816848881
98328,98328, o5566g0114o.273099.cm, ./ecliptic-cat/ecliptic/23:00hr/o5566g0114o.273099/o5566g0114o.273099.cm.470094.smf, PS1_V3, 2455566.7375823073, 356.146297, 1.077187, w.00000, 45.0,0.9975625880145617,-0.067197227,0.0187993523026603,-0.2440286911559759,0.874004244,0.3789040694253563,-0.2440286911559759,0.952602599,-0.0000212354746904
98329,98329, o5566g0115o.273094.cm, ./ecliptic-cat/ecliptic/23:00hr/o5566g0115o.273094/o5566g0115o.273094.cm.470087.smf, PS1_V3, 2455566.738244687, 358.424141, -0.578688, w.00000, 45.0,0.9995708054258929,-0.027499058,-0.0100998392252654,-0.2440400125511983,0.874001746,0.3789029263315868,-0.2440400125511983,0.952599853,-0.0000212907872270
98337,98337, o5566g0123o.273175.cm, ./smf_downloads/SS.2011-01-05/o5566g0123o.273175.cm.470166.smf, PS1_V3, 2455566.743714926, 356.146294, 1.077172, w.00000, 45.0,0.9975625894066181,-0.06719728,0.0187990905495379,-0.2441335304900775,0.873981101,0.3788934841737813,-0.2441335304900775,0.952577155,-0.0000217415840235
98338,98338, o5566g0124o.273163.cm, ./ecliptic-cat/ecliptic/23:00hr/o5566g0124o.273163/o5566g0124o.273163.cm.470161.smf, PS1_V3, 2455566.7443842664, 358.424151, -0.578683, w.00000, 45.0,0.9995708111064088,-0.027498884,-0.0100997519632537,-0.2441449758841700,0.873978573,0.3788923285871311,-0.2441449758841700,0.952574376,-0.0000217959935930
98346,98346, o5566g0132o.273110.cm, ./smf_downloads/SS.2011-01-05/o5566g0132o.273110.cm.470144.smf, PS1_V3, 2455566.7496833606, 356.146301, 1.077187, w.00000, 45.0,0.9975625927058106,-0.067197158,0.0187993523026603,-0.2442356066773023,0.873958535,0.3788831780871950,-0.2442356066773023,0.952552351,-0.0000222207815253
98347,98347, o5566g0133o.273113.cm, ./smf_downloads/SS.2011-01-05/o5566g0133o.273113.cm.470156.smf, PS1_V3, 2455566.7503447155, 358.424149, -0.578677, w.00000, 45.0,0.9995708112037541,-0.027498918,-0.0100996472488397,-0.2442469202088637,0.873956031,0.3788820358257143,-0.2442469202088637,0.9525496,-0.0000222730398687
279893,279893, o6299g0105o.564480.cm, ./smf_downloads/OSS.2013-01-07/o6299g0105o.564480.cm.713680.smf, PS1_V3, 2456299.7409649356, 65.412611, 17.1569, w.00000, 45.0,0.3975652892810439,0.868863115,0.2949893708060596,-0.2860053159050460,0.863239301,0.3742340901196992,-0.2860053159050460,0.940868346,-0.0000238094489805
279894,279894, o6299g0106o.564481.cm, ./smf_downloads/OSS.2013-01-07/o6299g0106o.564481.cm.713681.smf, PS1_V3, 2456299.741627479, 66.45471, 19.810103, w.00000, 45.0,0.3758333904348277,0.862492587,0.3389038210623297,-0.2860165119709866,0.863236356,0.3742327554608478,-0.2860165119709866,0.940865113,-0.0000238623013918
279895,279895, o6299g0107o.564482.cm, ./smf_downloads/OSS.2013-01-07/o6299g0107o.564482.cm.1822866.smf, PS1_V5, 2456299.742286271, 68.326717, 17.497904, w.00000, 45.0,0.3522245721144289,0.886304042,0.3006709103331373,-0.2860276451527910,0.863233426,0.3742314283087101,-0.2860276451527910,0.940861897,-0.0000239146868375
279916,279916, o6299g0128o.564503.cm, ./smf_downloads/OSS.2013-01-07/o6299g0128o.564503.cm.713684.smf, PS1_V3, 2456299.75694045, 65.412607, 17.156895, w.00000, 45.0,0.3975653606501622,0.86886311,0.2949892874229068,-0.2862754192320384,0.863168121,0.3742018941652218,-0.2862754192320384,0.940790233,-0.0000250348743568
279917,279917, o6299g0129o.564504.cm, ./smf_downloads/OSS.2013-01-07/o6299g0129o.564504.cm.1822872.smf, PS1_V5, 2456299.757600664, 66.454722, 19.810099, w.00000, 45.0,0.3758332192463202,0.862492687,0.3389037553806307,-0.2862865877534553,0.863165172,0.3742005629809829,-0.2862865877534553,0.940786998,-0.0000250832299995
279918,279918, o6299g0130o.564505.cm, ./smf_downloads/OSS.2013-01-07/o6299g0130o.564505.cm.713692.smf, PS1_V3, 2456299.759959986, 68.326691, 17.497888, w.00000, 45.0,0.3522250053151554,0.88630396,0.3006706440020391,-0.2863265030362660,0.86315463,0.3741958054884865,-0.2863265030362660,0.940775433,-0.0000252544824254
279939,279939, o6299g0151o.564526.cm, ./smf_downloads/OSS.2013-01-07/o6299g0151o.564526.cm.1822831.smf, PS1_V5, 2456299.7756038783, 65.412604, 17.156884, w.00000, 45.0,0.3975654297079874,0.868863141,0.2949891039799629,-0.2865913115474605,0.863084526,0.3741642438348499,-0.2865913115474605,0.94069856,-0.0000263262797050
279940,279940, o6299g0152o.564527.cm, ./smf_downloads/OSS.2013-01-07/o6299g0152o.564527.cm.1822882.smf, PS1_V5, 2456299.776290904, 66.454714, 19.810105, w.00000, 45.0,0.3758333254957202,0.862492602,0.3389038539031786,-0.2866029464731735,0.86308144,0.3741628571078456,-0.2866029464731735,0.940695176,-0.0000263707161910
279941,279941, o6299g0153o.564528.cm, ./smf_downloads/OSS.2013-01-07/o6299g0153o.564528.cm.1822860.smf, PS1_V5, 2456299.776960464, 68.326714, 17.497901, w.00000, 45.0,0.3522246243353359,0.886304038,0.3006708603960581,-0.2866142860460633,0.863078431,0.3741615055807300,-0.2866142860460633,0.940691878,-0.0000264138031336
279962,279962, o6299g0174o.564548.cm, ./smf_downloads/OSS.2013-01-07/o6299g0174o.564548.cm.713730.smf, PS1_V3, 2456299.791603545, 65.412612, 17.156889, w.00000, 45.0,0.3975652976807811,0.868863173,0.2949891873631206,-0.2868623786161899,0.863012454,0.3741319351212073,-0.2868623786161899,0.940619583,-0.0000273003403286
279963,279963, o6299g0175o.564549.cm, ./smf_downloads/OSS.2013-01-07/o6299g0175o.564549.cm.713732.smf, PS1_V3, 2456299.792313539, 66.454726, 19.810101, w.00000, 45.0,0.3758331543072089,0.862492703,0.3389037882214804,-0.2868744123998847,0.863009247,0.3741305007179823,-0.2868744123998847,0.94061607,-0.0000273405453397
279964,279964, o6299g0176o.564550.cm, ./smf_downloads/OSS.2013-01-07/o6299g0176o.564550.cm.713739.smf, PS1_V3, 2456299.792991199, 68.326733, 17.497898, w.00000, 45.0,0.3522243362398976,0.886304169,0.3006708104589781,-0.2868858985330989,0.863006185,0.3741291315841082,-0.2868858985330989,0.940612716,-0.0000273786737678
302401,302401, o6385g0051o.593573.cm, ./smf_downloads/ESS.2013-04-03/o6385g0051o.593573.cm.1822982.smf, PS1_V5, 2456385.7444284735, 71.897896, 23.100672, w.00000, 45.0,0.2857975346959177,0.874289935,0.3923479048065550,-0.9724683245781367,-0.213425156,-0.0925242528034914,-0.9724683245781367,-0.232617787,0.0000063094475095
302408,302408, o6385g0058o.593580.cm, ./smf_downloads/ESS.2013-04-03/o6385g0058o.593580.cm.1822962.smf, PS1_V5, 2456385.7493060622, 71.897912, 23.100678, w.00000, 45.0,0.2857972777820432,0.874289976,0.3923480011295529,-0.9724512072547971,-0.213501016,-0.0925568413509824,-0.9724512072547971,-0.23270035,0.0000065853974393
302415,302415, o6385g0065o.593587.cm, ./smf_downloads/ESS.2013-04-03/o6385g0065o.593587.cm.1822964.smf, PS1_V5, 2456385.7549766866, 71.897921, 23.100623, w.00000, 45.0,0.2857972574708947,0.874290379,0.3923471181685776,-0.9724312709628267,-0.213589247,-0.0925947276274253,-0.9724312709628267,-0.23279637,0.0000069215941782
302422,302422, o6385g0072o.593596.cm, ./smf_downloads/ESS.2013-04-03/o6385g0072o.593596.cm.1822963.smf, PS1_V5, 2456385.7599517033, 71.897925, 23.100693, w.00000, 45.0,0.2857970474968020,0.874289943,0.3923482419370289,-0.9724137473328065,-0.213666687,-0.0926279657698688,-0.9724137473328065,-0.232880641,0.0000072298470137
303231,303231, o6387g0100o.594811.cm, ./smf_downloads/ESS.2013-04-05/o6387g0100o.594811.cm.796466.smf, PS1_V3, 2456387.7473083697, 72.943699, 20.350507, w.00000, 45.0,0.2750035797052093,0.896345039,0.3477622783763112,-0.9644489874627674,-0.244164327,-0.1058501857733954,-0.9644489874627674,-0.266121176,0.0000073448086373
303239,303239, o6387g0108o.594818.cm, ./smf_downloads/ESS.2013-04-05/o6387g0108o.594818.cm.796476.smf, PS1_V3, 2456387.7525797556, 72.943707, 20.350487, w.00000, 45.0,0.2750034901574183,0.896345193,0.3477619510981730,-0.9644274133834512,-0.24424567,-0.1058851005565359,-0.9644274133834512,-0.266209695,0.0000076675696362
303247,303247, o6387g0116o.594827.cm, ./smf_downloads/ESS.2013-04-05/o6387g0116o.594827.cm.796488.smf, PS1_V3, 2456387.757852798, 72.943702, 20.350504, w.00000, 45.0,0.2750035381135345,0.896345071,0.3477622292845932,-0.9644057973259440,-0.244327071,-0.1059200254874789,-0.9644057973259440,-0.266298272,0.0000080041691543
303255,303255, o6387g0124o.594837.cm, ./smf_downloads/ESS.2013-04-05/o6387g0124o.594837.cm.796498.smf, PS1_V3, 2456387.763127237, 72.943707, 20.350493, w.00000, 45.0,0.2750034794757452,0.896345159,0.3477620492816189,-0.9643841391878861,-0.244408526,-0.1059549588487655,-0.9643841391878861,-0.266386901,0.0000083542334253
348868,348868, o6549g0454o.655589.cm, ./smf_downloads/MSS.2013-09-14/o6549g0454o.655589.cm.1825904.smf, PS1_V5, 2456550.106812202, 105.813513, 23.888306, w.00000, 45.0,-0.2491632907607724,0.879732413,0.4049549802051511,0.9953956716809564,-0.132350173,-0.0573791681040914,0.9953956716809564,-0.144253032,0.0000015178672299
348876,348876, o6549g0462o.655599.cm, ./smf_downloads/MSS.2013-09-14/o6549g0462o.655599.cm.1825897.smf, PS1_V5, 2456550.112418994, 105.813525, 23.888304, w.00000, 45.0,-0.2491634788635465,0.879732374,0.4049549482887818,0.9954067209005150,-0.132262154,-0.0573413453305245,0.9954067209005150,-0.144157231,0.0000012076501426
348884,348884, o6549g0470o.655606.cm, ./smf_downloads/MSS.2013-09-14/o6549g0470o.655606.cm.1825893.smf, PS1_V5, 2456550.118036108, 105.813529, 23.888308, w.00000, 45.0,-0.2491635325763418,0.87973233,0.4049550121215200,0.9954177547224733,-0.132174014,-0.0573034523805975,0.9954177547224733,-0.144061291,0.0000009137047638
348892,348892, o6549g0478o.655614.cm, ./smf_downloads/MSS.2013-09-14/o6549g0478o.655614.cm.1825892.smf, PS1_V5, 2456550.1236347123, 105.813501, 23.888302, w.00000, 45.0,-0.2491631142141373,0.879732492,0.4049549163724119,0.9954287180917354,-0.132086206,-0.0572656837603989,0.9954287180917354,-0.143965706,0.0000006378634253
368579,368579, o6630g0371o.682527.cm, ./smf_downloads/OSS.2013-12-04/o6630g0371o.682527.cm.1826988.smf, PS1_V5, 2456630.931033801, 107.433323, 25.896988, w.00000, 45.0,-0.2695105431854268,0.85825962,0.4367544986260611,0.3007075360157966,0.86121669,0.3733473206427911,0.3007075360157966,0.9386599,-0.0000328558013692
368581,368581, o6630g0373o.682530.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/04/o6630g0373o.682530/o6630g0373o.682530.cm.889008.smf, PS1_V3, 2456630.9323710874, 109.448707, 23.631205, w.00000, 45.0,-0.3050420944984950,0.863869296,0.4008480517831570,0.3006849204131272,0.861223152,0.3733500781049714,0.3006849204131272,0.938666926,-0.0000328966297104
