,ID,smf-name,smf-filepath,reduction,JDUTC,RA,Dec,filter,exp-time,UVx,UVy,UVz,obseqx,obseqy,obseqz,obseclx,obseclsy,obseclz
497968,497968, o7017g0468o.843670.cm, ./smf_downloads/OSS.2014-12-26/o7017g0468o.843670.cm.1570500.smf, PS1_V5, 2457017.96909663, 146.910014, 18.539999, w.00000, 45.0,-0.7943331952316859,0.517621488,0.3179666172849110,-0.0752834803242299,0.899756663,0.3900539751574432,-0.0752834803242299,0.98066516,-0.0000351210550790
497984,497984, o7017g0484o.843686.cm, ./smf_downloads/OSS.2014-12-26/o7017g0484o.843686.cm.1576529.smf, PS1_V5, 2457017.980063, 141.87001, 17.010003, w.00000, 45.0,-0.7522005787203017,0.590436638,0.2925386570045809,-0.0754773043137530,0.899741769,0.3900479231061770,-0.0754773043137530,0.980649087,-0.0000347490683508
497986,497986, o7017g0486o.843690.cm, ./smf_downloads/OSS.2014-12-26/o7017g0486o.843690.cm.1575294.smf, PS1_V5, 2457017.981411489, 144.670008, 16.450005, w.00000, 45.0,-0.7824405788661049,0.554613943,0.2831785922941786,-0.0755011333139023,0.899739923,0.3900471778942243,-0.0755011333139023,0.980647097,-0.0000346984186592
497987,497987, o7017g0487o.843688.cm, ./smf_downloads/OSS.2014-12-26/o7017g0487o.843688.cm.1570503.smf, PS1_V5, 2457017.982070021, 146.910016, 18.540006, w.00000, 45.0,-0.7943331807535523,0.517621439,0.3179667331174084,-0.0755127697514890,0.89973902,0.3900468138906470,-0.0755127697514890,0.980646124,-0.0000346732973911
498003,498003, o7017g0503o.843705.cm, ./smf_downloads/OSS.2014-12-26/o7017g0503o.843705.cm.1576532.smf, PS1_V5, 2457017.993024894, 141.870007, 17.009999, w.00000, 45.0,-0.7522005638701236,0.59043669,0.2925385902454782,-0.0757063040627577,0.899723892,0.3900407507875316,-0.0757063040627577,0.980629832,-0.0000342186090852
498005,498005, o7017g0505o.843706.cm, ./smf_downloads/OSS.2014-12-26/o7017g0505o.843706.cm.1575296.smf, PS1_V5, 2457017.994339115, 144.670012, 16.449997, w.00000, 45.0,-0.7824406498429098,0.554613911,0.2831784583831334,-0.0757295162042030,0.899722063,0.3900400224280409,-0.0757295162042030,0.980627865,-0.0000341594555917
498006,498006, o7017g0506o.843708.cm, ./smf_downloads/OSS.2014-12-26/o7017g0506o.843708.cm.1570504.smf, PS1_V5, 2457017.995000449, 146.910027, 18.539999, w.00000, 45.0,-0.7943333126762560,0.517621308,0.3179666172849110,-0.0757411963926793,0.899721142,0.3900396558275680,-0.0757411963926793,0.980626874,-0.0000341293203350
507821,507821, o7039g0365o.855955.cm, ./smf_downloads/OSS.2015-01-17/o7039g0365o.855955.cm.1580124.smf, PS1_V5, 2457039.9096934465, 139.620008, 19.150008, w.00000, 45.0,-0.7196107868988232,0.612003606,0.3280425296679559,-0.4427132007507382,0.806106974,0.3494559556459539,-0.4427132007507382,0.878594285,-0.0000313686775809
507822,507822, o7039g0366o.855954.cm, ./smf_downloads/OSS.2015-01-17/o7039g0366o.855954.cm.1579646.smf, PS1_V5, 2457039.9103934937, 139.640009, 16.290001, w.00000, 45.0,-0.7314000148060344,0.62159007,0.2804992037742267,-0.4427243248930285,0.806101907,0.3494537822749662,-0.4427243248930285,0.878588771,-0.0000313471779387
507823,507823, o7039g0367o.855956.cm, ./smf_downloads/OSS.2015-01-17/o7039g0367o.855956.cm.1576536.smf, PS1_V5, 2457039.911097317, 142.200009, 17.98, w.00000, 45.0,-0.7515673510639893,0.582975206,0.3086849942036596,-0.4427355087318378,0.806096812,0.3494515971265312,-0.4427355087318378,0.878583228,-0.0000313252661322
507832,507832, o7039g0376o.855966.cm, ./smf_downloads/OSS.2015-01-17/o7039g0376o.855966.cm.1575297.smf, PS1_V5, 2457039.9170247917, 144.759998, 16.790004, w.00000, 45.0,-0.7819244563019067,0.552405002,0.2888647756078880,-0.4428296843681075,0.806053867,0.3494331920335320,-0.4428296843681075,0.878536505,-0.0000311290066016
507839,507839, o7039g0383o.855972.cm, ./smf_downloads/OSS.2015-01-17/o7039g0383o.855972.cm.1580126.smf, PS1_V5, 2457039.921699873, 139.620012, 19.150008, w.00000, 45.0,-0.7196108296247332,0.612003556,0.3280425296679559,-0.4429039451441658,0.806019952,0.3494186729552051,-0.4429039451441658,0.878499614,-0.0000309595565553
507840,507840, o7039g0384o.855974.cm, ./smf_downloads/OSS.2015-01-17/o7039g0384o.855974.cm.1579647.smf, PS1_V5, 2457039.92240197, 139.640011, 16.289998, w.00000, 45.0,-0.7314000476949040,0.621590054,0.2804991535163749,-0.4429150961642488,0.806014856,0.3494164922943921,-0.4429150961642488,0.87849407,-0.0000309330024410
507841,507841, o7039g0385o.855973.cm, ./smf_downloads/OSS.2015-01-17/o7039g0385o.855973.cm.1576541.smf, PS1_V5, 2457039.9230682645, 142.200004, 17.980004, w.00000, 45.0,-0.7515672831617397,0.582975259,0.3086850606074557,-0.4429256782275161,0.806010018,0.3494144227814917,-0.4429256782275161,0.878488809,-0.0000309075365607
507850,507850, o7039g0394o.855981.cm, ./smf_downloads/OSS.2015-01-17/o7039g0394o.855981.cm.1575298.smf, PS1_V5, 2457039.929046383, 144.760017, 16.790005, w.00000, 45.0,-0.7819246353685767,0.55240474,0.2888647923171451,-0.4430206074190229,0.805966582,0.3493958525445607,-0.4430206074190229,0.87844157,-0.0000306675458888
507857,507857, o7039g0401o.855992.cm, ./smf_downloads/OSS.2015-01-17/o7039g0401o.855992.cm.1580128.smf, PS1_V5, 2457039.933741545, 139.620014, 19.150001, w.00000, 45.0,-0.7196108815176514,0.612003557,0.3280424142556013,-0.4430951441484628,0.805932425,0.3493812648839789,-0.4430951441484628,0.878404429,-0.0000304646960164
507858,507858, o7039g0402o.855993.cm, ./smf_downloads/OSS.2015-01-17/o7039g0402o.855993.cm.1579648.smf, PS1_V5, 2457039.9344218667, 139.640013, 16.289998, w.00000, 45.0,-0.7314000693924899,0.621590028,0.2804991535163749,-0.4431059428985849,0.805927473,0.3493791509525287,-0.4431059428985849,0.878399045,-0.0000304342668429
507859,507859, o7039g0403o.855990.cm, ./smf_downloads/OSS.2015-01-17/o7039g0403o.855990.cm.1576544.smf, PS1_V5, 2457039.935129482, 142.20001, 17.98, w.00000, 45.0,-0.7515673612388261,0.582975193,0.3086849942036596,-0.4431171744617111,0.805922321,0.3493769521596641,-0.4431171744617111,0.878393444,-0.0000304023402803
507868,507868, o7039g0412o.856001.cm, ./smf_downloads/OSS.2015-01-17/o7039g0412o.856001.cm.1575299.smf, PS1_V5, 2457039.9410808925, 144.760004, 16.790001, w.00000, 45.0,-0.7819245265027835,0.552404929,0.2888647254801165,-0.4432116205873141,0.805878959,0.3493584569863407,-0.4432116205873141,0.878346302,-0.0000301227472446
507875,507875, o7039g0419o.856009.cm, ./smf_downloads/OSS.2015-01-17/o7039g0419o.856009.cm.1580130.smf, PS1_V5, 2457039.9457880678, 139.620015, 19.150003, w.00000, 45.0,-0.7196108834762823,0.612003537,0.3280424472305603,-0.4432862987313427,0.805844621,0.3493438257508414,-0.4432862987313427,0.878308978,-0.0000298877670597
507876,507876, o7039g0420o.856010.cm, ./smf_downloads/OSS.2015-01-17/o7039g0420o.856010.cm.1579649.smf, PS1_V5, 2457039.9464922464, 139.640004, 16.289993, w.00000, 45.0,-0.7313999904054802,0.621590159,0.2804990697532868,-0.4432974685711349,0.805839481,0.3493416367539013,-0.4432974685711349,0.878303391,-0.0000298515776649
507877,507877, o7039g0421o.856008.cm, ./smf_downloads/OSS.2015-01-17/o7039g0421o.856008.cm.1576547.smf, PS1_V5, 2457039.947195327, 142.200008, 17.98, w.00000, 45.0,-0.7515673408891523,0.582975219,0.3086849942036596,-0.4433086205241302,0.805834348,0.3493394511156764,-0.4433086205241302,0.878297813,-0.0000298151774498
507886,507886, o7039g0430o.856020.cm, ./smf_downloads/OSS.2015-01-17/o7039g0430o.856020.cm.1575300.smf, PS1_V5, 2457039.953137122, 144.760014, 16.79, w.00000, 45.0,-0.7819246270333413,0.552404795,0.2888647087708591,-0.4434028475008209,0.805790939,0.3493209779168615,-0.4434028475008209,0.878250638,-0.0000294969921643
508054,508054, o7039g0601o.856190.cm, ./smf_downloads/OSS.2015-01-17/o7039g0601o.856190.cm.1580132.smf, PS1_V5, 2457040.070631558, 139.620006, 19.149999, w.00000, 45.0,-0.7196108047886716,0.612003665,0.3280423812806419,-0.4452568985352756,0.804922971,0.3489548812471568,-0.4452568985352756,0.877308668,-0.0000201262118330
508055,508055, o7039g0602o.856193.cm, ./smf_downloads/OSS.2015-01-17/o7039g0602o.856193.cm.1579650.smf, PS1_V5, 2457040.071421117, 139.639991, 16.289993, w.00000, 45.0,-0.7313998493711281,0.621590325,0.2804990697532868,-0.4452692871596748,0.804917092,0.3489524159017825,-0.4452692871596748,0.877302293,-0.0000200495480045
508056,508056, o7039g0603o.856192.cm, ./smf_downloads/OSS.2015-01-17/o7039g0603o.856192.cm.1576553.smf, PS1_V5, 2457040.0720807593, 142.200002, 17.979999, w.00000, 45.0,-0.7515672840971415,0.582975301,0.3086849776027103,-0.4452796365174133,0.80491218,0.3489503561594913,-0.4452796365174133,0.877296967,-0.0000199854262846
508065,508065, o7039g0612o.856201.cm, ./smf_downloads/OSS.2015-01-17/o7039g0612o.856201.cm.1575301.smf, PS1_V5, 2457040.0782559817, 144.760003, 16.789996, w.00000, 45.0,-0.7819245374501013,0.552404957,0.2888646419338288,-0.4453764862663233,0.804866183,0.3489310715925642,-0.4453764862663233,0.877247095,-0.0000193821625702
508072,508072, o7039g0619o.856209.cm, ./smf_downloads/OSS.2015-01-17/o7039g0619o.856209.cm.1580134.smf, PS1_V5, 2457040.082914726, 139.620008, 19.149997, w.00000, 45.0,-0.7196108348744729,0.612003647,0.3280423483056821,-0.4454495095493383,0.804831467,0.3489165200183488,-0.4454495095493383,0.877209455,-0.0000189238447319
508073,508073, o7039g0620o.856208.cm, ./smf_downloads/OSS.2015-01-17/o7039g0620o.856208.cm.1579651.smf, PS1_V5, 2457040.083716, 139.640003, 16.289998, w.00000, 45.0,-0.7313999609045527,0.621590156,0.2804991535163749,-0.4454620653740922,0.804825495,0.3489140169975918,-0.4454620653740922,0.87720298,-0.0000188447726533
508074,508074, o7039g0621o.856210.cm, ./smf_downloads/OSS.2015-01-17/o7039g0621o.856210.cm.1576556.smf, PS1_V5, 2457040.0843828474, 142.200011, 17.979999, w.00000, 45.0,-0.7515673756706782,0.582975183,0.3086849776027103,-0.4454725139248023,0.804820525,0.3489119338444087,-0.4454725139248023,0.877197592,-0.0000187789154187
508083,508083, o7039g0630o.856219.cm, ./smf_downloads/OSS.2015-01-17/o7039g0630o.856219.cm.1575302.smf, PS1_V5, 2457040.0905990987, 144.760004, 16.789995, w.00000, 45.0,-0.7819245512091063,0.552404946,0.2888646252245710,-0.4455698772806032,0.804774181,0.3488925126240114,-0.4455698772806032,0.877147347,-0.0000181630003094
508090,508090, o7039g0637o.856225.cm, ./smf_downloads/OSS.2015-01-17/o7039g0637o.856225.cm.1580136.smf, PS1_V5, 2457040.0952778915, 139.620013, 19.149996, w.00000, 45.0,-0.7196108926432849,0.612003588,0.3280423318182021,-0.4456431162968228,0.804739288,0.3488778919958272,-0.4456431162968228,0.877109517,-0.0000176974178350
508091,508091, o7039g0638o.856227.cm, ./smf_downloads/OSS.2015-01-17/o7039g0638o.856227.cm.1579652.smf, PS1_V5, 2457040.096081325, 139.639988, 16.289996, w.00000, 45.0,-0.7313998056334573,0.621590354,0.2804991200111399,-0.4456556889859317,0.804733295,0.3488753811243863,-0.4456556889859317,0.87710302,-0.0000176173298762
508092,508092, o7039g0639o.856230.cm, ./smf_downloads/OSS.2015-01-17/o7039g0639o.856230.cm.1576560.smf, PS1_V5, 2457040.0967380456, 142.200009, 17.979996, w.00000, 45.0,-0.7515673680920498,0.58297522,0.3086849277998620,-0.4456659649898577,0.804728397,0.3488733287025577,-0.4456659649898577,0.877097709,-0.0000175518401585
508101,508101, o7039g0648o.856236.cm, ./smf_downloads/OSS.2015-01-17/o7039g0648o.856236.cm.1575303.smf, PS1_V5, 2457040.1029431787, 144.760002, 16.789995, w.00000, 45.0,-0.7819245319265353,0.552404973,0.2888646252245710,-0.4457630229169515,0.804682103,0.3488539336896864,-0.4457630229169515,0.877047521,-0.0000169320934253
508108,508108, o7039g0655o.856243.cm, ./smf_downloads/OSS.2015-01-17/o7039g0655o.856243.cm.1580138.smf, PS1_V5, 2457040.1076828837, 139.620011, 19.149999, w.00000, 45.0,-0.7196108581960640,0.612003602,0.3280423812806419,-0.4458371146452876,0.804646735,0.3488391161911711,-0.4458371146452876,0.877009177,-0.0000164579408626
508109,508109, o7039g0656o.856246.cm, ./smf_downloads/OSS.2015-01-17/o7039g0656o.856246.cm.1579653.smf, PS1_V5, 2457040.1084794695, 139.639993, 16.289999, w.00000, 45.0,-0.7313998486861669,0.621590281,0.2804991702689922,-0.4458495631882505,0.80464079,0.3488366256201060,-0.4458495631882505,0.877002732,-0.0000163782206537
508110,508110, o7039g0657o.856245.cm, ./smf_downloads/OSS.2015-01-17/o7039g0657o.856245.cm.1576563.smf, PS1_V5, 2457040.1091330717, 142.200017, 17.980003, w.00000, 45.0,-0.7515674196916275,0.582975091,0.3086850440065068,-0.4458597764565170,0.804635912,0.3488345820427816,-0.4458597764565170,0.876997443,-0.0000163128070842
508119,508119, o7039g0666o.856254.cm, ./smf_downloads/OSS.2015-01-17/o7039g0666o.856254.cm.1575304.smf, PS1_V5, 2457040.1153084547, 144.759995, 16.789989, w.00000, 45.0,-0.7819244891438420,0.552405086,0.2888645249690223,-0.4459562374305018,0.804589818,0.3488152715101179,-0.4459562374305018,0.876947472,-0.0000156948535827
508437,508437, o7040g0318o.856700.cm, ./smf_downloads/OSS.2015-01-18/o7040g0318o.856700.cm.1579654.smf, PS1_V5, 2457040.897472858, 139.740015, 13.400001, w.00000, 45.0,-0.7423445864134934,0.628663198,0.2317479204722993,-0.4581028908777300,0.798910874,0.3463358886608365,-0.4581028908777300,0.870750901,-0.0000315298967096
508438,508438, o7040g0319o.856702.cm, ./smf_downloads/OSS.2015-01-18/o7040g0319o.856702.cm.1579655.smf, PS1_V5, 2457040.8982583717, 142.180003, 15.120002, w.00000, 45.0,-0.7625945796141707,0.591955402,0.2608415399880730,-0.4581152679677049,0.798905005,0.3463333656379534,-0.4581152679677049,0.870744512,-0.0000315101449708
508439,508439, o7040g0320o.856701.cm, ./smf_downloads/OSS.2015-01-18/o7040g0320o.856701.cm.1575305.smf, PS1_V5, 2457040.898917363, 144.700012, 13.940006, w.00000, 45.0,-0.7921012386485771,0.56083869,0.2409057734639795,-0.4581256512278261,0.79890008,0.3463312489459108,-0.4581256512278261,0.870739152,-0.0000314932842811
508449,508449, o7040g0330o.856710.cm, ./smf_downloads/OSS.2015-01-18/o7040g0330o.856710.cm.1578945.smf, PS1_V5, 2457040.905611918, 142.260007, 12.229999, w.00000, 45.0,-0.7728494528716249,0.598188106,0.2118365241723651,-0.4582311187645954,0.798850008,0.3463097432338237,-0.4582311187645954,0.870684658,-0.0000313070530561
508457,508457, o7040g0338o.856720.cm, ./smf_downloads/OSS.2015-01-18/o7040g0338o.856720.cm.1579657.smf, PS1_V5, 2457040.911090922, 139.740014, 13.399995, w.00000, 45.0,-0.7423445939610860,0.628663227,0.2317478186034466,-0.4583174161280533,0.79880897,0.3462921387465668,-0.4583174161280533,0.870640003,-0.0000311345458022
508458,508458, o7040g0339o.856721.cm, ./smf_downloads/OSS.2015-01-18/o7040g0339o.856721.cm.1579658.smf, PS1_V5, 2457040.9118248876, 142.179996, 15.120001, w.00000, 45.0,-0.7625945108894100,0.591955498,0.2608415231389851,-0.4583289750249271,0.798803468,0.3462897802069778,-0.4583289750249271,0.870634017,-0.0000311100750678
508459,508459, o7040g0340o.856722.cm, ./smf_downloads/OSS.2015-01-18/o7040g0340o.856722.cm.1575306.smf, PS1_V5, 2457040.912482269, 144.700009, 13.940017, w.00000, 45.0,-0.7921011715362686,0.560838705,0.2409059597959124,-0.4583393275291600,0.79879854,0.3462876677142679,-0.4583393275291600,0.870628655,-0.0000310878858998
508469,508469, o7040g0350o.856732.cm, ./smf_downloads/OSS.2015-01-18/o7040g0350o.856732.cm.1578946.smf, PS1_V5, 2457040.9191438598, 142.260005, 12.229997, w.00000, 45.0,-0.7728494378384561,0.598188138,0.2118364900579809,-0.4584442180280774,0.798748556,0.3462662580620107,-0.4584442180280774,0.87057428,-0.0000308486334947
508477,508477, o7040g0358o.856740.cm, ./smf_downloads/OSS.2015-01-18/o7040g0358o.856740.cm.1579660.smf, PS1_V5, 2457040.9245778183, 139.74001, 13.399996, w.00000, 45.0,-0.7423445469854730,0.628663276,0.2317478355815889,-0.4585297547585370,0.798707728,0.3462487903054083,-0.4585297547585370,0.870529872,-0.0000306342642749
508478,508478, o7040g0359o.856741.cm, ./smf_downloads/OSS.2015-01-18/o7040g0359o.856741.cm.1579661.smf, PS1_V5, 2457040.9253395344, 142.180011, 15.119999, w.00000, 45.0,-0.7625946730554531,0.591955304,0.2608414894408088,-0.4585417432261083,0.798702001,0.3462463414696261,-0.4585417432261083,0.870523643,-0.0000306028509069
508479,508479, o7040g0360o.856744.cm, ./smf_downloads/OSS.2015-01-18/o7040g0360o.856744.cm.1575307.smf, PS1_V5, 2457040.9260017523, 144.700009, 13.939996, w.00000, 45.0,-0.7921012435984351,0.560838756,0.2409056040713056,-0.4585521653406876,0.798697021,0.3462442124587791,-0.4585521653406876,0.870518227,-0.0000305752701203
508489,508489, o7040g0370o.856752.cm, ./smf_downloads/OSS.2015-01-18/o7040g0370o.856752.cm.1578949.smf, PS1_V5, 2457040.932683116, 142.259998, 12.229996, w.00000, 45.0,-0.7728493676797497,0.598188234,0.2118364730007887,-0.4586572979457385,0.798646735,0.3462227293929265,-0.4586572979457385,0.870463546,-0.0000302830203047
508497,508497, o7040g0378o.856761.cm, ./smf_downloads/OSS.2015-01-18/o7040g0378o.856761.cm.1579664.smf, PS1_V5, 2457040.9381155856, 139.739999, 13.399981, w.00000, 45.0,-0.7423444725903201,0.628663457,0.2317475809094474,-0.4587427508628205,0.798605794,0.3462052583895940,-0.4587427508628205,0.870419033,-0.0000300268980446
508498,508498, o7040g0379o.856763.cm, ./smf_downloads/OSS.2015-01-18/o7040g0379o.856763.cm.1579665.smf, PS1_V5, 2457040.938844587, 142.18001, 15.119994, w.00000, 45.0,-0.7625946807050852,0.591955331,0.2608414051953667,-0.4587542160776236,0.798600296,0.3462029136507548,-0.4587542160776236,0.870413057,-0.0000299912829869
508499,508499, o7040g0380o.856762.cm, ./smf_downloads/OSS.2015-01-18/o7040g0380o.856762.cm.1575308.smf, PS1_V5, 2457040.939505579, 144.700001, 13.939999, w.00000, 45.0,-0.7921011549959769,0.560838859,0.2409056548891085,-0.4587646112636941,0.79859531,0.3462007876064682,-0.4587646112636941,0.870407637,-0.0000299587378202
508509,508509, o7040g0390o.856771.cm, ./smf_downloads/OSS.2015-01-18/o7040g0390o.856771.cm.1578950.smf, PS1_V5, 2457040.9462032295, 142.260016, 12.230011, w.00000, 45.0,-0.7728495117495435,0.598187957,0.2118367288586650,-0.4588699198255715,0.798544753,0.3461792422803769,-0.4588699198255715,0.870352681,-0.0000296155424318
509725,509725, o7042g0308o.858244.cm, ./smf_downloads/OSS.2015-01-20/o7042g0308o.858244.cm.1579667.smf, PS1_V5, 2457042.8750671144, 140.770005, 18.089994, w.00000, 45.0,-0.7363243412502999,0.601173634,0.3105104290651593,-0.4884921731259469,0.783772927,0.3397731677175451,-0.4884921731259469,0.854251605,-0.0000311792000254
509730,509730, o7042g0313o.858252.cm, ./smf_downloads/OSS.2015-01-20/o7042g0313o.858252.cm.1576566.smf, PS1_V5, 2457042.878359573, 143.320011, 19.320013, w.00000, 45.0,-0.7568209326641384,0.563705863,0.3308440353676609,-0.4885431069411228,0.783746794,0.3397618946069317,-0.4885431069411228,0.854223145,-0.0000311271920865
509731,509731, o7042g0314o.858253.cm, ./smf_downloads/OSS.2015-01-20/o7042g0314o.858253.cm.1575309.smf, PS1_V5, 2457042.879016915, 143.130007, 16.340002, w.00000, 45.0,-0.7676863265407504,0.575766741,0.2813367444671833,-0.4885532754014834,0.783741575,0.3397596437834610,-0.4885532754014834,0.854217461,-0.0000311160005475
509732,509732, o7042g0315o.858255.cm, ./smf_downloads/OSS.2015-01-20/o7042g0315o.858255.cm.1570525.smf, PS1_V5, 2457042.8796729916, 145.670012, 17.529992, w.00000, 45.0,-0.7874524506327435,0.537767786,0.3012049901470267,-0.4885634241128242,0.783736364,0.3397573972463261,-0.4885634241128242,0.854211787,-0.0000311045627690
509743,509743, o7042g0326o.858265.cm, ./smf_downloads/OSS.2015-01-20/o7042g0326o.858265.cm.1579668.smf, PS1_V5, 2457042.8871028447, 140.770023, 18.090002, w.00000, 45.0,-0.7363244965308096,0.601173375,0.3105105617897626,-0.4886783416945657,0.783677304,0.3397319527518802,-0.4886783416945657,0.854147478,-0.0000309564267188
509748,509748, o7042g0331o.858272.cm, ./smf_downloads/OSS.2015-01-20/o7042g0331o.858272.cm.1576567.smf, PS1_V5, 2457042.8904163, 143.320002, 19.320005, w.00000, 45.0,-0.7568208811647056,0.56370601,0.3308439036043123,-0.4887295824201318,0.783650933,0.3397206034982305,-0.4887295824201318,0.854118769,-0.0000308793912973
509749,509749, o7042g0332o.858267.cm, ./smf_downloads/OSS.2015-01-20/o7042g0332o.858267.cm.1575310.smf, PS1_V5, 2457042.891073467, 143.130004, 16.34001, w.00000, 45.0,-0.7676862649680904,0.575766758,0.2813368784538879,-0.4887397444713484,0.7836457,0.3397183524284138,-0.4887397444713484,0.854113073,-0.0000308633126440
509750,509750, o7042g0333o.858274.cm, ./smf_downloads/OSS.2015-01-20/o7042g0333o.858274.cm.1570531.smf, PS1_V5, 2457042.891735737, 145.670014, 17.530005, w.00000, 45.0,-0.7874524129679373,0.53776772,0.3012052065027867,-0.4887499851964190,0.783640426,0.3397160838330900,-0.4887499851964190,0.854107332,-0.0000308468418735
509761,509761, o7042g0344o.858283.cm, ./smf_downloads/OSS.2015-01-20/o7042g0344o.858283.cm.1579671.smf, PS1_V5, 2457042.899153617, 140.770009, 18.09, w.00000, 45.0,-0.7363243580323506,0.601173562,0.3105105286086123,-0.4888646716399044,0.783581301,0.3396906708065067,-0.4888646716399044,0.854042976,-0.0000306441131282
509766,509766, o7042g0349o.858289.cm, ./smf_downloads/OSS.2015-01-20/o7042g0349o.858289.cm.1576568.smf, PS1_V5, 2457042.9024706716, 143.32001, 19.320003, w.00000, 45.0,-0.7568209691347256,0.563705911,0.3308438706634741,-0.4889159454030501,0.78355483,0.3396793049599231,-0.4889159454030501,0.854014169,-0.0000305426929121
509767,509767, o7042g0350o.858291.cm, ./smf_downloads/OSS.2015-01-20/o7042g0350o.858291.cm.1575311.smf, PS1_V5, 2457042.903125754, 143.130007, 16.34001, w.00000, 45.0,-0.7676862951151663,0.575766718,0.2813368784538879,-0.4889260705981606,0.7835496,0.3396770601886847,-0.4889260705981606,0.854008478,-0.0000305218824828
509768,509768, o7042g0351o.858290.cm, ./smf_downloads/OSS.2015-01-20/o7042g0351o.858290.cm.1570534.smf, PS1_V5, 2457042.9037856916, 145.670008, 17.530006, w.00000, 45.0,-0.7874523523117629,0.5377678,0.3012052231455369,-0.4889362705534933,0.783544331,0.3396747987345307,-0.4889362705534933,0.854002744,-0.0000305006581580
509779,509779, o7042g0362o.858302.cm, ./smf_downloads/OSS.2015-01-20/o7042g0362o.858302.cm.1579672.smf, PS1_V5, 2457042.9113861085, 140.770006, 18.089999, w.00000, 45.0,-0.7363243307529400,0.601173604,0.3105105120180370,-0.4890537209988091,0.783483588,0.3396487504990534,-0.4890537209988091,0.853936652,-0.0000302375562352
509784,509784, o7042g0367o.858310.cm, ./smf_downloads/OSS.2015-01-20/o7042g0367o.858310.cm.1576569.smf, PS1_V5, 2457042.914738392, 143.32001, 19.319999, w.00000, 45.0,-0.7568209876583634,0.563705925,0.3308438047817966,-0.4891055113289926,0.783456765,0.3396372595526501,-0.4891055113289926,0.853907472,-0.0000301106931171
509785,509785, o7042g0368o.858308.cm, ./smf_downloads/OSS.2015-01-20/o7042g0368o.858308.cm.1575312.smf, PS1_V5, 2457042.9153968724, 143.130015, 16.340005, w.00000, 45.0,-0.7676863951483520,0.575766625,0.2813367947121982,-0.4891156833853566,0.783451494,0.3396350022743180,-0.4891156833853566,0.853901738,-0.0000300850029551
509786,509786, o7042g0369o.858306.cm, ./smf_downloads/OSS.2015-01-20/o7042g0369o.858306.cm.1570539.smf, PS1_V5, 2457042.9160530926, 145.670021, 17.529995, w.00000, 45.0,-0.7874525220813081,0.537767654,0.3012050400752804,-0.4891258201967107,0.783446241,0.3396327526982539,-0.4891258201967107,0.853896023,-0.0000300591502098
509954,509954, o7042g0540o.858479.cm, ./smf_downloads/OSS.2015-01-20/o7042g0540o.858479.cm.1579674.smf, PS1_V5, 2457043.0426812577, 140.410001, 12.079992, w.00000, 45.0,-0.7535600754434321,0.623177589,0.2092771028685101,-0.4910729386564736,0.782420589,0.3391977955016217,-0.4910729386564736,0.852781989,-0.0000211435752814
509955,509955, o7042g0541o.858481.cm, ./smf_downloads/OSS.2015-01-20/o7042g0541o.858481.cm.1579675.smf, PS1_V5, 2457043.043355274, 140.630006, 15.099994, w.00000, 45.0,-0.7463739682647604,0.612424161,0.2605044075385894,-0.4910832426031754,0.782415079,0.3391954756883125,-0.4910832426031754,0.852776012,-0.0000210803442590
509956,509956, o7042g0542o.858483.cm, ./smf_downloads/OSS.2015-01-20/o7042g0542o.858483.cm.1575313.smf, PS1_V5, 2457043.0440544514, 142.880009, 13.309998, w.00000, 45.0,-0.7759549409436394,0.587275819,0.2302195514698431,-0.4910939304143506,0.782409363,0.3391930692243458,-0.4910939304143506,0.85276981,-0.0000210146440606
509960,509960, o7042g0546o.858488.cm, ./smf_downloads/OSS.2015-01-20/o7042g0546o.858488.cm.1575314.smf, PS1_V5, 2457043.046868199, 145.380003, 14.509998, w.00000, 45.0,-0.7966896449427100,0.550009853,0.2505489400865759,-0.4911369340261434,0.782386357,0.3391833841919878,-0.4911369340261434,0.85274485,-0.0000207491482112
509972,509972, o7042g0558o.858499.cm, ./smf_downloads/OSS.2015-01-20/o7042g0558o.858499.cm.1579678.smf, PS1_V5, 2457043.0552729443, 140.410014, 12.08, w.00000, 45.0,-0.7535601943198038,0.623177399,0.2092772394030152,-0.4912653093306286,0.782317601,0.3391544496269685,-0.4912653093306286,0.852670258,-0.0000199463684347
509973,509973, o7042g0559o.858498.cm, ./smf_downloads/OSS.2015-01-20/o7042g0559o.858498.cm.1579679.smf, PS1_V5, 2457043.055937258, 140.630011, 15.100003, w.00000, 45.0,-0.7463739900750296,0.61242407,0.2605045591946767,-0.4912754511518704,0.782312164,0.3391521623040350,-0.4912754511518704,0.85266436,-0.0000198823393047
509974,509974, o7042g0560o.858500.cm, ./smf_downloads/OSS.2015-01-20/o7042g0560o.858500.cm.1575315.smf, PS1_V5, 2457043.0566061833, 142.880011, 13.309996, w.00000, 45.0,-0.7759549678512668,0.587275797,0.2302195175008937,-0.4912856626290705,0.782306689,0.3391498590550791,-0.4912856626290705,0.852658421,-0.0000198177857555
509978,509978, o7042g0564o.858501.cm, ./smf_downloads/OSS.2015-01-20/o7042g0564o.858501.cm.1575316.smf, PS1_V5, 2457043.0594198955, 145.379994, 14.509992, w.00000, 45.0,-0.7966895801391244,0.550009993,0.2505488387069676,-0.4913286071424065,0.782283657,0.3391401703280675,-0.4913286071424065,0.852633435,-0.0000195454003607
